experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1385,"During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one","Using available context, answer: During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one",John major,geoffrey howe,0.0,0.0,0.0,2,2025-07-11T16:52:25.311823
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1386,Buddy Holly and the Big Bopper were two of the three musicians who died in a plane crash in February 1959. Who was the other one,"Using available context, answer: Buddy Holly and the Big Bopper were two of the three musicians who died in a plane crash in February 1959. Who was the other one",Ritchie S. Valens,buddy holly,0.0,0.0,0.0,2,2025-07-11T16:52:26.551762
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1387,"Fruit, cricket and horseshoe are varieties of what type of animal","Using available context, answer: Fruit, cricket and horseshoe are varieties of what type of animal",Bat Conservation,omnivores,0.0,0.0,0.0,1,2025-07-11T16:52:26.697605
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1388,"Apart from being warm blooded and giving birth to live young, what do mammals produce to differentiate them from other families of animals","Using available context, answer: Apart from being warm blooded and giving birth to live young, what do mammals produce to differentiate them from other families of animals",Whole Milk,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:52:27.428603
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1389,To which poet does Il Postino deliver mail,"Using available context, answer: To which poet does Il Postino deliver mail","Neruda, Pablo",nikolai rimsky - korsakov,0.0,0.0,0.0,4,2025-07-11T16:52:28.338005
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1390,"Which scientist was Time magazine's ""Person of the 20th Century""","Using available context, answer: Which scientist was Time magazine's ""Person of the 20th Century""",Albert Enstien,albert einstein,0.0,0.5,0.5,2,2025-07-11T16:52:28.505671
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1391,What was the nickname given to premiership footballer Neil Ruddock,"Using available context, answer: What was the nickname given to premiership footballer Neil Ruddock",Electric shaver,razor,0.0,0.0,0.0,1,2025-07-11T16:52:28.662970
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1392,The Ducati is manufactured in which city and what country,"Using available context, answer: The Ducati is manufactured in which city and what country",Comune di Bologna,bologna,0.0,0.5,0.3333333333333333,1,2025-07-11T16:52:28.964139
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1393,Wayne Rooney signed for Manchester United from which other Premiership Club,"Using available context, answer: Wayne Rooney signed for Manchester United from which other Premiership Club",Everton,everton,1.0,1.0,1.0,1,2025-07-11T16:52:29.840285
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1394,The Yalu river forms a sort of natural border between China and which of its neighbours,"Using available context, answer: The Yalu river forms a sort of natural border between China and which of its neighbours",Korea north,north korea,0.0,1.0,1.0,2,2025-07-11T16:52:30.295557
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1395,Which stand-up comedian presents 8 Out Of 10 Cats and Distraction,"Using available context, answer: Which stand-up comedian presents 8 Out Of 10 Cats and Distraction",Jimmy Carr,josh brolin,0.0,0.0,0.0,2,2025-07-11T16:52:30.655915
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1396,"Name the game show, presented by Leslie Grantham and Melinda Messenger, where contestants were set physical and mental challenges","Using available context, answer: Name the game show, presented by Leslie Grantham and Melinda Messenger, where contestants were set physical and mental challenges",Fort Boyard (disambiguation),jeopardy!,0.0,0.0,0.0,1,2025-07-11T16:52:31.434510
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1397,Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis,"Using available context, answer: Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis",Max Bygraves,evans,0.0,0.0,0.0,1,2025-07-11T16:52:31.931572
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1398,For what did Einstien gat Nobel prize in Physics,"Using available context, answer: For what did Einstien gat Nobel prize in Physics",Photo-electric effect,resistivity ( ρ ),0.0,0.0,0.0,4,2025-07-11T16:52:32.391173
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1399,Which planet has moons named after Shakespearean characters,"Using available context, answer: Which planet has moons named after Shakespearean characters",Magnetosphere of Uranus,united states,0.0,0.0,0.0,2,2025-07-11T16:52:32.876453
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1400,"Who was part man, part machine, all cop and hailed from a futuristic Detroit","Using available context, answer: Who was part man, part machine, all cop and hailed from a futuristic Detroit",I'd buy that for a dollar,detroit tigers,0.0,0.0,0.0,2,2025-07-11T16:52:33.711136
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1401,Who dubbed Miss Piggy's singing voice in The Muppet Movie,"Using available context, answer: Who dubbed Miss Piggy's singing voice in The Muppet Movie",John Royce Mathis,,0.0,0.0,0.0,0,2025-07-11T16:52:34.065993
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1402,"Who wrote the Bourne trilogy of books, made into movies starring Matt Damon","Using available context, answer: Who wrote the Bourne trilogy of books, made into movies starring Matt Damon",Ludlum Entertainment,robert ludlum,0.0,0.5,0.5,2,2025-07-11T16:52:34.235497
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1403,"The Bible tells of 3 wise men visiting Jesus after his birth, but in which of the Gospels does this appear","Using available context, answer: The Bible tells of 3 wise men visiting Jesus after his birth, but in which of the Gospels does this appear",Matthew,,0.0,0.0,0.0,0,2025-07-11T16:52:34.518057
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1404,"Athos and Porthos are two of the 3 musketeers, name the other one.","Using available context, answer: Athos and Porthos are two of the 3 musketeers, name the other one.",Aramis,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:52:35.387014
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1405,What is the name of the small fifth claw called on the side of a dog's foot,"Using available context, answer: What is the name of the small fifth claw called on the side of a dog's foot",Dewclaws,paw,0.0,0.0,0.0,1,2025-07-11T16:52:35.736730
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1406,What is the name of the plastic bit on the end of shoelaces,"Using available context, answer: What is the name of the plastic bit on the end of shoelaces",Anglets,an aglet,0.0,0.0,0.0,2,2025-07-11T16:52:36.006547
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1407,The river Danube flows into which sea,"Using available context, answer: The river Danube flows into which sea",Marea Neagră,the black sea,0.0,0.0,0.0,3,2025-07-11T16:52:36.638692
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1408,Anna Nicole Smith was controversially married to which oil billionaire,"Using available context, answer: Anna Nicole Smith was controversially married to which oil billionaire",J. Howard Marshall II,j. howard marshall,0.0,0.8571428571428571,0.75,3,2025-07-11T16:52:37.494118
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1409,Wayne Rooney scored his first senior goal against which club,"Using available context, answer: Wayne Rooney scored his first senior goal against which club",Arsenal (weaponry),tottenham hotspur,0.0,0.0,0.0,2,2025-07-11T16:52:38.017570
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1410,How meny times have Liverpool won the Europion Cup,"Using available context, answer: How meny times have Liverpool won the Europion Cup",five,3,0.0,0.0,0.0,1,2025-07-11T16:52:38.135511
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1411,The Sign Of Four was a detective story written by which author,"Using available context, answer: The Sign Of Four was a detective story written by which author",A Conan Doyle,sir arthur conan doyle,0.0,0.5714285714285715,0.6666666666666666,4,2025-07-11T16:52:38.914127
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1412,Who was the author of 'The Old Curiosity Shop',"Using available context, answer: Who was the author of 'The Old Curiosity Shop'",Charles Dickons,,0.0,0.0,0.0,0,2025-07-11T16:52:39.530775
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1413,In which sport or pastime can you see nose walking,"Using available context, answer: In which sport or pastime can you see nose walking",Cutback (surfing move),foot hockey,0.0,0.0,0.0,2,2025-07-11T16:52:39.680038
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1414,What sport or pastime would you be playing if your balls were black and blue and your opponent's were red and yellow,"Using available context, answer: What sport or pastime would you be playing if your balls were black and blue and your opponent's were red and yellow",Croquet mallet,,0.0,0.0,0.0,0,2025-07-11T16:52:39.806736
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1415,The age of the railway began in which year with the introduction of the Liverpool-Manchester line,"Using available context, answer: The age of the railway began in which year with the introduction of the Liverpool-Manchester line",1830,1830,1.0,1.0,1.0,1,2025-07-11T16:52:40.244086
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1416,Who played Frankenstein in the 1994 film of the same name,"Using available context, answer: Who played Frankenstein in the 1994 film of the same name",Kenneth Charles Branagh,robert de niro,0.0,0.0,0.0,3,2025-07-11T16:52:41.187405
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1417,Who was the first person to sell one million records,"Using available context, answer: Who was the first person to sell one million records",Errico Caruso,paul mccartney,0.0,0.0,0.0,2,2025-07-11T16:52:41.507001
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1418,"In Greek mythology, where do righteous souls go after death","Using available context, answer: In Greek mythology, where do righteous souls go after death",Alysian fields,heaven,0.0,0.0,0.0,1,2025-07-11T16:52:41.743479
